storyID,characterID,AliasCharacters,sentenceID
82,Tokoh-3,"dane Dukuh Kantrungan, Jero Dukuh, dukuh Kantrungan, jero, Dukuh Kantrungan, dane dukih, dane jero Dukuh, Jero Dukuh Kantrungan, dane Jero Dukuh Kantrungan","3, 5, 8, 16, 18, 20, 22"
82,Tokoh-4,"Luh Ayu Kantrungan, Luh Ayu, Ni Ayu Kantrungan","7, 9, 10, 14"
83,Tokoh-1,"I Lutung, Sang Lutung","1, 2, 3, 5, 11, 12, 15, 17, 19, 20, 22, 24, 26, 27, 28, 29, 30"
83,Tokoh-2,"I Kekua, Kekua, I kekua","1, 2, 4, 5, 12, 21, 23, 24, 27"
83,Tokoh-3,I Kaki Perodong,"19, 26, 29, 31"
84,Tokoh-1,I Lutung,"1, 2, 5, 9"
84,Tokoh-2,"I kambing, kambing, I Kambing","1, 2, 4, 5, 7, 9, 10, 11"
85,Tokoh-1,"I Lutung, Lutung, Tung","2, 6, 16, 18, 20, 23, 24, 27, 32, 33, 34, 41, 43, 45, 48, 49, 51, 53, 54, 57"
85,Tokoh-2,"I Kancil, Kancil, Cil","2, 5, 6, 7, 9, 12, 15, 16, 22, 24, 25, 28, 31, 32, 33, 44, 47, 50, 51, 56"
86,Tokoh-1,"macan, I Macan, Macan","1, 2, 4, 5, 6, 7, 8, 13, 14, 16, 17, 18, 20, 26, 27, 28"
86,Tokoh-2,"meng, I Meng, Meng, adi Meng","1, 4, 10, 12, 13, 14, 15, 17, 18, 19, 23, 27, 28, 31, 32"
86,Tokoh-3,"belie, i beli, bli","21, 24, 25"
86,Tokoh-4,"burone lenan, Burone ane lenlenan, burone, buron","5, 7, 9"
87,Tokoh-1,"Maya Danawa, Sang Maya Danawa, Sang Prabu Maya Danawa, I Maya Danawa, I Maya danawa","1, 2, 3, 4, 14, 16, 18, 25, 26, 28"
87,Tokoh-2,para ratu,3
87,Tokoh-3,"Sang Kul Putih, Sang Kul Putihe","8, 9, 13, 15"
87,Tokoh-4,"Ida Bhatara Indra, Ida Batara Indra, Ida Bhatara Indrane","12, 14, 17, 18, 19, 23, 26, 27"
87,Tokoh-5,"Kala Wong, I Kala Wong","18, 21, 25, 26"
87,Tokoh-6,patihnyane,"18, 28"
87,Tokoh-7,"para panjake,Panjake, panjake, panjaknyane, para panjak suargane, panjak Ida Bhatara Indrane","5, 6, 8, 18, 19, 20, 21, 22, 23"
87,Tokoh-8,"Cening, Ceninge",15
87,Tokoh-9,para janane,"10, 13"
88,Tokoh-1,"Pan Brayut, De Brayut","10, 13, 26, 31, 32, 33, 41, 42, 43, 45, 47, 54"
88,Tokoh-2,Men Brayut,"14, 19, 23"
88,Tokoh-3,"Pangerain Jempong, Pangeran Jembong","32, 39"
88,Tokoh-4,"pianakne, pianake, pianak, pianakne Pan Brayut, pianak-pianakne, pianak-pianak Pan Brayut","7, 14, 17, 18, 20, 25, 26, 28, 29, 31, 40, 43, 45, 46, 47, 52, 54"
88,Tokoh-5,"bapanne, Bapanne, i bapa","19, 24, 25, 43"
88,Tokoh-6,"Memene, i meme","18, 24"
88,Tokoh-7,"Jero Wayan, Jerone",42
88,Tokoh-8,"mantune, mantu, Mantunne luh muani, matunne, mantunne","31, 40, 42, 43, 44, 45, 46, 47, 54"
89,Tokoh-1,Men Sugih,"1, 2, 6, 10, 13, 14, 15, 16, 18, 20, 24, 30, 32, 36, 37, 39, 40, 42, 43, 44"
89,Tokoh-2,"Men Tiwas, Tiwas","1, 3, 4, 5, 6, 7, 9, 11, 12, 15, 17, 18, 19, 21, 22, 23, 25, 26, 27, 29, 30, 32, 33, 39, 41"
89,Tokoh-3,"Sang Kidang, kidang","23, 27, 33, 38, 41"
90,Tokoh-1,"Nang Cubling, Nang Cublinge","1, 2, 4, 6, 7, 8, 11, 12, 13, 14, 17, 18, 20"
90,Tokoh-2,"bojog, I Bojog, bojoge, Bojoge","2, 3, 5, 6, 8, 11, 16, 17, 20, 21, 22"
90,Tokoh-3,"kurenanne, Kurenan icange","13, 16"
90,Tokoh-4,Men Cubling,"15, 16, 19, 21"
90,Tokoh-5,bojog gede,"2, 4"
90,Tokoh-6,bojog cenik,7
90,Tokoh-7,"bojog ajaka liu, Makejang bojoge, bojoge makejang, Bojog makejang","15, 18, 19"
91,Tokoh-1,Ni Bawang,"2, 7, 8, 13, 14, 15, 16, 19, 20, 23"
91,Tokoh-2,Ni Kesuna,"2, 7, 12, 13, 22, 23, 25, 28"
91,Tokoh-3,"meme, memene, memenne","11, 13, 25"
91,Tokoh-4,"kedis crukcuk kuning, Kedis Crukcuk Kuninge, I Kedis Crukcuk Kuning, I Crukcuk Kuning","17, 18, 26, 27"
91,Tokoh-5,embokne,"22, 24"
92,Tokoh-1,"Ni Daha Tua, Daha Tua","1, 4, 9, 11, 12, 18, 20, 23, 26"
92,Tokoh-2,Pan Bergah,"9, 10, 12, 13, 14, 18, 19, 21"
92,Tokoh-3,"anak istri sampun lingsir, anake lingsir punika","23, 57"
92,Tokoh-4,"anake jada punika, anake jada","25, 26, 40, 75, 77, 78, 79"
92,Tokoh-5,"sudagare, Sudagare, sudagar, I Sudagar","33, 36, 41, 43, 52, 55, 56, 58"
92,Tokoh-6,"Pepatih Agung, patih, I Patih Agung","45, 54, 61, 64"
92,Tokoh-7,Pepatih Ida Sang Anyakrawerti,46
92,Tokoh-8,Ida Sang Maha Patih,51
92,Tokoh-9,"anake agung, Agung, Ida Anake Agung, Anak Agung","53, 62, 66, 69, 75, 77, 79, 83"
92,Tokoh-10,"anake odah, Anake odah punika","55, 56"
92,Tokoh-11,"Ratu, ratu, para ratu, para ratune","64, 65, 67, 69, 73"
92,Tokoh-12,Ida Sang Prabhu,"74, 75"
93,Tokoh-1,"sang nata Prabu Aiswaryadala, ida Sang Prabu Aiswaryadala, sang prabu Aiswaryadala, Aiswaryadala","5, 11, 25, 51"
93,Tokoh-2,"sang prabu, ida sang prabu, Sang prabu, prabu","2, 3, 13, 15, 22, 26, 27, 28, 30, 34, 47, 48"
93,Tokoh-3,"Ki Patih Bandeswarya, KI patih Bandeswarya, KI Bandeswarya","6, 7, 8, 12, 14, 15, 17, 23"
93,Tokoh-4,para punggawa,7
93,Tokoh-5,para tanda mantri,7
93,Tokoh-6,Ni Diah Tantri,"8, 10, 11, 19, 20, 22, 25, 27, 28, 30, 31, 35, 36"
93,Tokoh-7,para wikune,10
93,Tokoh-8,I Gusti Ayu Biang,"19, 23"
93,Tokoh-9,biange,20
93,Tokoh-10,"ajine, Ajindane","19, 20, 21, 22"
93,Tokoh-11,"panyeroane, i panyeroan, I panyeroan, panyeroan asiki","27, 32, 33, 34, 35"
93,Tokoh-12,"Bagawan Daksa, Ida Bagawan Daksa","48, 49"
93,Tokoh-13,Dewi Nilawati,48
93,Tokoh-14,ida sang prabu Aji Darma,42
93,Tokoh-15,"Maharaja Manu, Ida Sang Prabu Manu","49, 50"
93,Tokoh-16,Maharaja Ikswaku,"50, 51"
93,Tokoh-17,para istrine,16
93,Tokoh-18,parekan,31
94,Tokoh-1,"Ida Sang Prabu Daha, Ida Sang Prabu, Sang Prabu, Ratu Sang Prabu","2, 21, 25, 29, 32, 44, 45, 46, 48, 49, 50, 51, 53"
94,Tokoh-2,"Ida Raden Galuh Daha, Ida Raden Galuh, Raden Galuh, Ida Raden Gal uh, I Galuh Daha, Cening Nanak Galuh","4, 5, 6, 7, 8, 10, 11, 12, 13, 27, 30, 34, 36, 37, 38, 40, 41, 42, 43, 45, 47, 48, 49, 50, 54"
94,Tokoh-3,biangida,4
94,Tokoh-4,"Mantri koripan, Raden Mantri, Ida Raden Mantri, I Mantri Koripan, mantri Koripan","6, 8, 12, 15, 17, 24, 28, 31, 32, 33, 35, 36, 38, 42, 43, 44, 45, 47, 48, 54"
94,Tokoh-5,"Men Bekung, Men Bekunge","11, 27"
94,Tokoh-6,I Punta Jrudeh,17
94,Tokoh-7,"Prameswari, kalih prameswari","21, 46, 48, 49, 50, 53"
94,Tokoh-8,putrane,"21, 32"
94,Tokoh-9,"baliane, balian","21, 22"
94,Tokoh-10,"Ni Dukun Sakti, Jero Dukun, Jerone","27, 38"
94,Tokoh-11,"bapa, Bapa",49
94,Tokoh-12,I Aji,49
94,Tokoh-13,prabunidane,"18, 20"
94,Tokoh-14,parekanidane,6
94,Tokoh-15,"anake tua ento, anak tua","29, 30, 32"
94,Tokoh-16,"anake luh ento, anake luh","35, 40"
95,Tokoh-1,"para dewatane, para dewata","1, 3"
95,Tokoh-2,"Detia, detia","1, 3"
95,Tokoh-3,danawane,"1, 3"
95,Tokoh-4,"Sangiang Narayana, Sang","2, 4"
95,Tokoh-5,Sang Ananta Boga,8
95,Tokoh-6,Sang Akupa,11
95,Tokoh-7,Sanghiang Indra,12
95,Tokoh-8,Sanghiang Basuki,13
96,Tokoh-1,"Pan Angklung Gadang, Bapa Angklung Gadang, Pan Angklung Gadange, Angklung Gadang, I Angklung Gadang","1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 16, 18, 19, 21, 22, 23, 25, 26, 28, 31, 32, 34, 48, 50, 53, 54, 56, 58, 59, 62, 63, 64, 67, 68, 69, 70, 91, 92, 96, 97, 98, 100, 101, 102, 103, 106, 111, 112, 114, 117, 118, 121, 127, 128, 129, 130, 145"
96,Tokoh-2,"Ida Anake Agung, Ida, Ratu Dewa Agung, Idane","4, 5, 6, 9, 10, 12, 14, 20, 23, 28, 31, 32"
96,Tokoh-3,"kurenannya, kurenanne, Kurenanne","32, 35, 96, 99, 100, 117, 118, 119, 124"
96,Tokoh-4,"krama banjare, kramane, Krama banjare, krama banjar, Krama banjar","37, 53, 58, 102, 104, 105, 106, 110, 112, 113, 115"
96,Tokoh-5,"Jro Kelian, Jero Kelian, Jero Klian, Jero Kalian, jero, jerone","37, 44, 53, 103, 104, 106, 111, 114, 116"
96,Tokoh-6,I Sendi,38
96,Tokoh-7,I Tampul,41
96,Tokoh-8,I Lambang,45
96,Tokoh-9,"kulukne, Kuluk, kuluk, kuluke","50, 51, 52, 60, 63, 64, 65, 67, 70, 71, 73"
96,Tokoh-10,"cicingne, cicing, Cicingne","55, 56, 58, 60, 61, 69, 73, 76, 77, 78, 79, 80, 82, 83, 84, 85"
96,Tokoh-11,"I Wayan Sebetan, Jero Wayan","62, 63, 65, 67, 68, 70, 72, 76, 79, 81, 82, 84, 85, 86, 90"
96,Tokoh-12,"bapane, bapa, Bapa, Bapane","64, 67, 92, 93, 94, 95, 106, 107, 109, 110, 116"
96,Tokoh-13,dagang nasine,76
96,Tokoh-14,Memenne,"96, 100, 117"
96,Tokoh-15,I Giur,"126, 127, 128, 129, 131, 134, 135, 136, 138, 142, 145, 149"
97,Tokoh-1,"Pan Balang Tamak, Pan Balang Tamake","1, 5, 8, 9, 11, 12, 15, 16, 17, 18, 24, 25, 26, 28, 29, 32, 34, 36, 40, 41, 42, 44, 46, 48, 50, 51, 52, 53, 56, 57, 58, 59, 61, 63, 64, 65, 67, 68, 70, 71, 75, 77, 78, 80"
97,Tokoh-2,"krama desane, kramane, Krama desane","15, 33"
97,Tokoh-3,klihan desane,18
97,Tokoh-4,"panyarikan desane, jero panyarikan, jerone, jero desa, jero, penyarikanne, Jerone","9, 19, 20, 46, 53, 54, 63, 65, 66"
97,Tokoh-5,"anak makita masakit basang, anake ne masakit basang","63, 64"
97,Tokoh-6,timpalne,"39, 87, 89, 90"
97,Tokoh-7,kurenan Pan Balang Tamake,86
97,Tokoh-8,anake agung,"69, 81, 84"
97,Tokoh-9,"kurenanne, kurenan","71, 86"
97,Tokoh-10,Men Balang Tamak,"76, 84"
97,Tokoh-11,jero mangku,93
98,Tokoh-1,"Pan Jempenit, pan jempenit, Pan jempenit","1, 2, 3, 5, 10, 15, 18, 19, 24, 28, 32, 37, 41, 49, 50, 54, 62, 64, 68, 69, 121, 123, 125"
98,Tokoh-2,"Men Jempenit, Men jempenit","1, 46, 47, 48, 54, 57, 58, 60, 61, 65"
98,Tokoh-3,"anak ngaba lelipi, anake ngaba lelipi, anak makta lelipi matali","2, 4, 9, 15"
98,Tokoh-4,jero,4
98,Tokoh-5,"naga ngredep janggarne, nagane","12, 21, 29"
98,Tokoh-6,cucun kaine,15
98,Tokoh-7,"lelipine, lelipi","4, 5, 8, 10, 20"
98,Tokoh-8,kurenane,"34, 50, 64"
98,Tokoh-9,bapane,"37, 66"
98,Tokoh-10,memene,"39, 53, 65"
98,Tokoh-11,dagange,48
98,Tokoh-12,"pandene, pande","58, 59, 67, 68"
98,Tokoh-13,"i bikul, bikul","70, 71, 76, 78, 79, 81, 87, 90, 92, 97, 125, 126, 129, 134, 143"
98,Tokoh-14,"i meong, I meong, meong, i meonge","70, 71, 73, 76, 80, 81, 90, 91, 92, 95, 97, 100, 102, 103, 105, 112, 119, 120, 121, 122, 128, 129, 132, 134, 135, 136, 137, 138, 139, 143"
98,Tokoh-15,"i cicing, cicing, I cicing","69, 70, 71, 73, 77, 81, 85, 86, 90, 124, 127, 128, 135, 138, 139, 141, 142, 143"
98,Tokoh-16,"timpalne, timpal-timpalne","71, 75, 82, 120"
98,Tokoh-17,"kedis muwun, i kedis muwun, i kedis muun","101, 103, 105, 108, 111, 112, 118, 119"
98,Tokoh-18,"i dadeleg, i deleg, deleg","108, 109, 112, 114, 118"
98,Tokoh-19,putun idewane,16
98,Tokoh-20,ane muani,"40, 57"
99,Tokoh-1,"Pan Poleng, pan Poleng, Pan Polenge totonan","1, 2, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 20, 23, 24, 25, 28, 31, 32, 34, 36, 44, 48, 49, 85, 86"
99,Tokoh-2,"Men Poleng, men Poleng","2, 3, 20, 32, 35, 45, 48, 49, 82, 85, 86"
99,Tokoh-3,"kurenanne, kurenane","18, 34"
99,Tokoh-4,"anak ngba cicing berag, anake ngabe cicinge totonan",6
99,Tokoh-5,anak ngbe meyong,9
99,Tokoh-6,"anak ngabe bikul, anake ngbe bikule ento","11, 12"
99,Tokoh-7,anak lakar ngematiang lipi,14
99,Tokoh-8,"anake totonan, anake ento, anake","6, 9, 14, 16"
99,Tokoh-9,"Lipine, lelipine, lipine entto, Lipine totonan, lipi, lipine to","14, 19, 21, 23, 28, 32"
99,Tokoh-10,"kaki, kakine, Kaki","24, 29"
99,Tokoh-11,"pandene, Pandene, pandene ento","38, 39, 40, 41, 42, 43, 44, 45, 47, 51, 55, 61"
99,Tokoh-12,"cicinge, cicicnge, I cicing, cicing, I cicinge, cicing berag gatine; cicing berag; cicinge ento; cicinge, cicinge to","6, 7, 19, 21, 50, 51, 53, 54, 58, 62, 63, 67, 68, 69, 74, 81, 85"
99,Tokoh-13,"meyonge, I meyong, meyong, i meyong, meyong, meyonge ento, meyong tiange, meyonge ento","9, 19, 21, 50, 51, 56, 57, 62, 63, 67, 68, 69, 76, 77, 78, 79, 80, 81, 85"
99,Tokoh-14,"bikule, bikul, I bikul, bikule totonan, bikul, bikule ento","11, 12, 19, 21, 50, 51, 57, 62, 63, 67, 68, 81, 85"
99,Tokoh-15,"timpal-timpalne, timpalne","53, 54, 58, 68, 81"
99,Tokoh-16,"gadagan sarapa, I gadagan, gadagane, gadaganne","76, 77, 78, 79, 80"
100,Tokoh-1,Pan Tuung Kuning,"1, 2, 10"
100,Tokoh-2,Men Tuung Kuning,"1, 5"
100,Tokoh-3,"bikul, I Bikul, Bikule ento, bikule ento","3, 8, 9, 10, 11, 12, 22"
100,Tokoh-4,"Mantri Koripan,  Ida Mantri Koripan","13, 38"
100,Tokoh-5,"Raden Galuh, Cening Galuh, cening","18, 20, 25, 26, 27, 31, 36"
100,Tokoh-6,"rabi Mantri Koripan, rabin idane","4, 14, 15, 16"
100,Tokoh-7,"i biang, biang ceninge, biange, biangne, biang","18, 20, 22, 23, 35"
100,Tokoh-8,"Aji, aji, ajin idane","18, 19, 26, 28, 32, 35"
100,Tokoh-9,"okan idane, okane","17, 33, 34, 35, 36, 37"
101,Tokoh-1,Pan Mangut,"1, 3, 5, 6, 8, 10, 13, 14, 17, 19, 21, 22, 27, 28, 31, 32, 34, 35, 40, 41, 43, 45, 46, 47, 48"
101,Tokoh-2,Jro Kelihan Desa,"5, 7, 10, 11, 13, 14, 15, 17"
101,Tokoh-3,"Liu anake, liu anake, anak makita matakon","41, 45, 47"
101,Tokoh-4,krama desane,55
102,Tokoh-1,"I Kedis cangak, I Kedis Cangak, Sang Cangak, sang cangak, Sang cangak, sang cangake","1, 4, 6, 7, 8, 11, 12, 21, 23, 25, 28, 31, 32"
102,Tokoh-2,"padanda baka, Sang Pedanda Baka, pedanda baka","1, 17, 23"
102,Tokoh-3,"ulame, ulam, akeh ulame, para ulame, makasami ulame, Makasami ulame, ulame sami, Para ulame","2, 4, 6, 7, 11, 13, 14, 15, 16, 20, 21, 28"
102,Tokoh-4,para mendega,14
102,Tokoh-5,"i yuyu, sang yuyu, I yuyu","22, 24, 26, 28, 29, 31, 32"
102,Tokoh-6,bapa,"8, 9, 10, 11"
103,Tokoh-1,Prabu Pajajaran,1
103,Tokoh-2,"Raden Jajarpikatan, Ida Raden Jajarpikatan","1, 5, 6, 8, 9, 15, 24, 31"
103,Tokoh-3,tukang tenung,"4, 5"
103,Tokoh-4,"Widiadari Nilotama, Widiadari","11, 12, 14, 16, 17, 20, 21, 22, 24, 28, 29, 30"
103,Tokoh-5,Raden Bang Paguyangan,21
103,Tokoh-6,okan beline,"22, 30"
103,Tokoh-7,"rabine, rabinida","22, 24, 26, 30, 31"
103,Tokoh-8,"jerone, Jerone","16, 17, 18, 19, 20"
103,Tokoh-9,"Beli, beli","22, 30"
104,Tokoh-1,Sang Prabu Manu Tuturan Surya Wangsa,2
104,Tokoh-2,Sang Prabhu Dasaratha,"3, 13"
104,Tokoh-3,"para baudanda, baudandan Ida","11, 17"
104,Tokoh-4,"para wikune, para wiku, wikune","11, 17, 19, 20"
104,Tokoh-5,"Ida Sang Prabhu, Sang Prabhu","5, 15, 26"
104,Tokoh-6,para panjake,"15, 22"
104,Tokoh-7,Panangkilane,"14, 17"
104,Tokoh-8,lanang-lanang,18
104,Tokoh-9,istri-istri,18
104,Tokoh-10,Para bala wargin Ida,19
104,Tokoh-11,para agung,19
104,Tokoh-12,"Ida Rsi Srengga, Ida Rsi","20, 21, 24, 25"
104,Tokoh-13,Ida Bhatara Brahma,"24, 25"
104,Tokoh-14,Sang Rama,29
104,Tokoh-15,Sang Bharata,29
104,Tokoh-16,Sang Laksmana,29
104,Tokoh-17,Ida Sang Satrugna,29
104,Tokoh-18,pramisuarin Ida Sang Prabhu,27
104,Tokoh-19,"rabin Ida Sang Prabhu, para rabin Idane",10
105,Tokoh-1,"Ida Sang Prabhu, Ida Sang Prabhune, Ida sang Prabhu, Prabhune","1, 2, 20, 287, 289"
105,Tokoh-2,"Ida Raden Galuh Daha, I Nanak Galuh, Raden Galuh, Ida Raden Galuh, Raden Galuhe, Raden Galuh, Galuh Daha, raden galuh, I Raden Galuhe, I Radem Galuh, i raden galuh, ratu Raden Galuh, galuh Daha, I Galuh Daha","3, 6, 8, 12, 14, 16, 18, 19, 20, 22, 24, 25, 31, 32, 33, 34, 36, 46, 47, 48, 49, 52, 60, 62, 64, 73, 75, 80, 86, 90, 95, 96, 97, 98, 102, 103, 104, 114, 121, 148, 149, 150, 151, 153, 160, 163, 180, 181, 182, 188, 195, 197, 199, 205, 206, 214, 216, 218, 219, 226, 229, 231, 237, 241, 243, 249, 250, 253, 257, 258, 259, 260, 264, 274, 275, 276, 277, 284, 286, 287, 288"
105,Tokoh-3,"ajine, Ratu aji",4
105,Tokoh-4,"anake agung, Ratu Dewa Agung","6, 16, 17, 18, 267, 271"
105,Tokoh-5,"panyrowane, panyrowan","6, 8, 12, 15, 17"
105,Tokoh-6,I Nginte,"8, 14"
105,Tokoh-7,"I Ngemban, Ngemban","8, 14"
105,Tokoh-8,"I Sampi Wadak, I Sampi, Jro Sampi, I Sampine, Sang Sampi, Sampi, I sampi, I sampi wadak, sampi wadak, I Sampi Wadake","22, 24, 25, 26, 27, 29, 30, 31, 32, 35, 39, 41, 48, 49, 50, 51, 56, 57, 59, 60, 63, 64, 66, 70, 71, 72, 73, 74, 78, 79, 80, 82, 83, 84, 89, 92, 94, 95, 97, 99"
105,Tokoh-9,"Jro Istri, Jrone",26
105,Tokoh-10,"okan Sang Prabhu Daha, okane","27, 287"
105,Tokoh-11,"Me Lutung, I Lutung, Lutung, Men Lutunge, I Lutunge, meme Lutung, me Lutung","35, 36, 37, 42, 46, 47, 50, 51, 52, 53, 57, 58, 62, 63, 71, 73, 74, 75, 79, 81, 82, 83, 84, 85, 88, 102, 103, 106, 108, 112, 113, 114, 117, 120, 122, 130, 137, 140, 142, 143, 146, 157, 159, 162, 163, 164, 176, 180, 184, 185, 186, 196, 197, 198, 200, 201, 205, 208, 209, 211, 217, 225, 227, 231, 239, 242, 244, 250, 257, 259, 262, 263, 282, 283, 284, 285"
105,Tokoh-12,"Ratu Dewa Ayu, I Dewa Ayu, Ratu dewa ayu, dewa ayu, ratu dewa ayu","38, 43, 124, 165, 173, 204, 230, 232, 245"
105,Tokoh-13,bapa,"99, 253"
105,Tokoh-14,"I Mantri Koripan, I Mantrin Koripan, ida mantrin Koripan, Ida Raden Mantri, ida Raden Mantri, Raden Mantri, I Raden Mantri","100, 255, 257, 265, 270, 273, 274, 275, 277, 280, 286, 288"
105,Tokoh-15,"Kedis-kedise, Kedise, kedis, kedise","104, 106, 108, 109, 110"
105,Tokoh-16,"I Rangsasam I rangsasa, I Rangsasane","167, 184, 208, 252"
105,Tokoh-17,"meme, memene","123, 164, 166, 170, 171, 176"
105,Tokoh-18,"I Patih, Kaka patih, kaka patih","265, 266, 268, 269, 270"
105,Tokoh-19,parekane,"283, 284"
105,Tokoh-20,"Prameswari, Ida Prameswari","287, 289"
106,Tokoh-1,"Ingtai Nyonyah, Nyonyah Ingtai, Nyonyah Ingati, Ni Ingtai, I Nyonyah Ingtai, Ni Nyonyah, Ni Nyonyah Ingtai","1, 2, 3, 4, 5, 8, 10, 11, 14, 16, 18, 19, 20, 22, 23, 25, 26, 28, 29, 30, 31"
106,Tokoh-2,biang,"2, 3"
106,Tokoh-3,ajine,"2, 3"
106,Tokoh-4,I Babah Sampik,"5, 8, 10, 12, 14, 17, 18, 19, 21, 23, 24, 25, 26, 27, 28, 31"
106,Tokoh-5,I Congliwat,19
106,Tokoh-6,"I Bandar Macun, I Macun","29, 31"
107,Tokoh-1,"Sang Prabhu Aji Dharma, Sang Prabhu Aji Dharma Wirosa, Sang Prabu Aji Dharma, Sang Aji Dharma","1, 9, 10, 29, 30"
107,Tokoh-2,"Ida Sang Prabhu, sang Prabhu, Sang Prabhu, Sang Prabu, Ida Sang Prabu, Dewa Sang Prabhu, I Dewa","6, 11, 13, 14, 15, 17, 19, 20, 22, 25, 31, 32, 34, 35, 36"
107,Tokoh-3,"Tandamantri, tanda mantrinida, tanda mantrine","2, 11, 17"
107,Tokoh-4,Baudanda,2
107,Tokoh-5,"panjakidane, panjake","2, 18, 19, 31, 37"
107,Tokoh-6,"para istrine, sang isteri",24
107,Tokoh-7,para buronne,5
107,Tokoh-8,parekane,5
107,Tokoh-9,"Ida Ula Deles, Ula Deles","7, 8"
107,Tokoh-10,"Naga Gini, Sang Naga Gini","7, 8, 9"
107,Tokoh-11,Sang Ananta Boga,"9, 10, 11, 12, 13"
107,Tokoh-12,"prameswari, prameswarine","18, 19"
107,Tokoh-13,"i cekcek luh, cekceke, cekcek, cekcek luh","20, 21, 25, 26"
107,Tokoh-14,muanine,"20, 25"
107,Tokoh-15,"rabinne, rabi","20, 21, 22, 26, 28, 29, 31, 35"
107,Tokoh-16,"Bli Aji Dharma, Beli, beli, Bli","23, 24, 25, 26, 35"
107,Tokoh-17,kambing,32
107,Tokoh-18,I Kambing muani,33
107,Tokoh-19,kurenane,33
107,Tokoh-20,"Luh, I Kambing Luh","34, 35"
107,Tokoh-21,Ida Pedanda Siwa Budha,38
107,Tokoh-22,adi,"25, 27"
107,Tokoh-23,putran Sang Ananta Boga,7
108,Tokoh-1,"para krama ring Majeti, ikrama","4, 9"
108,Tokoh-2,"Sang Aji Saka, Aji Saka","5, 6, 8, 11, 12, 13, 14, 18, 26, 29, 31, 33, 34, 35, 38, 40, 41"
108,Tokoh-3,"I Sambada, Bapa Sambada, I sambada","6, 12, 35, 36, 38"
108,Tokoh-4,"I Dora, Bapa Dora, Dora","6, 12, 37, 38"
108,Tokoh-5,"panjake, ipanjak, I panjak, panjak Medang Kemulan","7, 8, 21, 22, 33"
108,Tokoh-6,"parekane, parekanne, Makakalih parekane, parekan makakalih, makakalih parekane, parekane makaklih","12, 13, 35, 39, 40"
108,Tokoh-7,Bapa,12
108,Tokoh-8,"pandita, Sang Pandita, Ida Sang pandita Bekung, sang Pandita, Ida bekung","14, 23, 24, 26, 29"
108,Tokoh-9,Sang Nata Ratu,19
108,Tokoh-10,"Dewata Nawa Cengkar, Dewata Cengkar, Dewata cengkar, Dewate Cengkar","20, 28, 29, 30, 32, 33"
108,Tokoh-11,Ratu Sang Prabu,29
108,Tokoh-12,kaula-kaulane,26
108,Tokoh-13,"kalih pandita, Makakalih Sang Pandita","15, 16"
109,Tokoh-1,"Dewi Kunti, Ida Dewi Kunti","1, 15, 26, 27, 33, 36, 37, 42"
109,Tokoh-2,biang,41
109,Tokoh-3,Sang Darma Wangsa,1
109,Tokoh-4,"Sang Bima, Cening Sang Bima, Ida Sang Bima","1, 37, 38, 40, 42, 45, 46, 47, 48, 50, 51, 52, 53, 56, 57, 58"
109,Tokoh-5,Sang Arjuna,1
109,Tokoh-6,Sang Nakula,1
109,Tokoh-7,Sang Sahadewa,1
109,Tokoh-8,Sang Panca Padawa,2
109,Tokoh-9,Ida Sang Brahmana,"3, 26"
109,Tokoh-10,"I Detyabaka, I Detya Baka","8, 11, 13, 46"
109,Tokoh-11,Ida Brahmana lanang,"4, 7, 25"
109,Tokoh-12,"I Raksasa Baka, Raksasa Baka, I Raksasabaka, I Raksasa, Raksasa","5, 16, 26, 34, 44, 47, 49, 51, 52, 53, 56, 57, 60"
109,Tokoh-13,panjake di Ekacakra,58
109,Tokoh-14,Ida Brahmana Istri,7
109,Tokoh-16,Ibu,"10, 12, 13, 15"
109,Tokoh-17,"I Aji, Aji, aji","10, 12, 13"
109,Tokoh-19,putrane sane lanang,13
109,Tokoh-20,"Ratu Pedanda, Pedanda, Ratu","15, 26, 33"
109,Tokoh-21,"Sang Pandita, Ida Sang Pandita","15, 27, 36, 37"
109,Tokoh-22,pianak titiange,34
109,Tokoh-23,"Krama desane, para krama Desa Ekacakra, karma Desa Ekacakrane","17, 18, 43, 60"
110,Tokoh-1,"kedise cerik-cerik, Kedise ane cerik-cerik, kedis cenik, kedise lenan","3, 6, 11, 28"
110,Tokoh-2,Sang Muun,"4, 14, 15, 23, 27, 28, 29, 31, 33, 37, 38, 41, 43, 44, 48, 49"
110,Tokoh-3,Sang Lanjana,"8, 12, 18, 27, 30, 32, 34, 36, 38, 39, 43, 45, 47"
110,Tokoh-4,jerone,"12, 13"
110,Tokoh-5,"kedis gede pesan, kedise ane gede tur galak ento, kedis gede","3, 6, 10"
111,Tokoh-1,"paksine, paksi, Paksine sane lianan, paksi sane lianan","1, 2, 3"
111,Tokoh-2,"paksi Muun, i paksi Muun, Sang Muun","2, 3, 5, 7, 9, 11, 12, 13, 14, 16, 18"
111,Tokoh-3,"paksi Lanjana, Sang Lanjana","4, 6, 8, 10, 12, 13, 15, 16, 17"
112,Tokoh-1,"Sang Nandaka, Sang Nandakane, I Nandaka, Nandaka","1, 5, 6, 11, 13, 15, 23, 27, 28, 32"
